problem,ingredient,product name,product link
comedo,"Aqua/​Water/​Eau, Glycerin, Aloe Barbadensis Leaf Water, Propanediol, Salix Alba (Willow) Bark Extract, Niacinamide, Arginine, Centaurea Cyanus Flower Extract, Hyacinthus Orientalis (Hyacinth) Extract, Viola Tricolor Extract, Charcoal Extract, Cucumis Sativus (Cucumber) Fruit Extract, Allantoin, Betaine, Fructooligosaccharides, Sodium Hyaluronate, Ceramide NP, Glucose, Tocopherol, Ascorbic Acid, Charcoal Powder, Carbomer, Diheptyl Succinate, Pentylene Glycol, Cetearyl Alcohol, 1,2-Hexanediol, Capryloyl Glycerin/​Sebacic Acid Copolymer, C14-22 Alcohols, Arachidyl Alcohol, Silica, Kaolin, Ethylhexylglycerin, Behenyl Alcohol, C12-20 Alkyl Glucoside, Arachidyl Glucoside, Xylose, Caprylyl Glycol, Phenoxyethanol",Pixi Clarity Lotion,https://inkeedecoder.com/products/pixi-clarity-lotion-2
comedo,"Water/​Aqua/​Eau, Stearic Acid, Myristic Acid, Glycerin, Lauric Acid, Potassium Hydroxide, Cocamidopropyl Betaine, Propylene Glycol, Sorbitan Olivate, Glyceryl Stearate, PEG-100 Stearate, Charcoal Extract, Phenoxyethanol, Tocopheryl Acetate, Hydroxyethylcellulose, Disodium EDTA, Fragrance, Camellia Sinensis Leaf Extract, Centella Asiatica Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Chamomilla Recutita (Matricaria) Flower Extract, Polygonum Cuspidatum Root Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Scutellaria Baicalensis Root Extract",Ekel Charcoal Foam Cleanser,https://inkeedecoder.com/products/ekel-charcoal-foam-cleanser
comedo,"Purified Water, Palmitic Acid, Stearic Acid, Glycerin, Myristic Acid, Lauric Acid, Potassium Hydroxide, Cocamidopropyl Betaine, Sorbitan Olivate, Cocamide MIPA, Charcoal Powder (150Mg), Charcoal Extract (15Mg), Oryza Sativa (Rice) Extract, Vigna Radiata Seed Extract, Glycine Max (Soybean) Seed Extract, Avena Sativa (Oat) Kernel Extract, Chenopodium Quinoa Seed Extract, Coix Lacryma-Jobi Ma-Yuen Seed Extract, Hydroxyacetophenone, Butylene Glycol, Silica, 1,2-Hexanediol, PEG-14M, Disodium EDTA, Methylparaben, Propylparaben, Fragrance",Esfolio Charcoal Cleansing Foam,https://inkeedecoder.com/products/esfolio-charcoal-cleansing-foam
comedo,"Ethylhexyl Palmitate, PEG-20 Glyceryl Triisostearate, Cetyl Ethylhexanoate, Synthetic Wax, Synthetic Beeswax, Cetyl PEG/​PPG-10/​1 Dimethicone, Silica Dimethyl Silylate, 1,2-Hexanediol, Water, Butylene Glycol, Diisostearyl Malate, Ci 77499 (Iron Oxides), Charcoal Extract, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate",Barle Charcoal Melting Cleansing Balm,https://inkeedecoder.com/products/barle-charcoal-melting-cleansing-balm
comedo,"Water (Aqua/​Eau), Myristic Acid, Lauryl Hydroxysultaine, Sorbitol, Potassium Hydroxide, Lauric Acid, Sodium Chloride, Acrylates/​C10-30 Alkyl Acrylate Crosspolymer, Charcoal Powder, Chlorphenesin, Aloe Barbadensis (Aloe Vera) Leaf Juice, Propanediol, Charcoal Extract, Fragrance (Parfum), Butylene Glycol, Palmitic Acid, Camellia Sinensis (Green Tea) Leaf Extract, Volcanic Ash, Melaleuca Alternifolia (Tea Tree) Leaf Extract, Carica Papaya (Papaya) Fruit Extract, Capric Acid, 1,2-Hexanediol, Kaolin, Citric Acid, Potassium Sorbate, Sodium Benzoate, Phenoxyethanol, Caprylyl Glycol, Titanium Dioxide (Ci 77891)",Skin + Purifying Foam Cleanser,https://inkeedecoder.com/products/skin-purifying-foam-cleanser
comedo,"Water, Cyclopentasiloxane, Dipropylene Glycol, Glycerin, Niacinamide, Cetyl PEG/​PPG-10/​1 Dimethicone, Centella Asiatica Extract, Alcohol Denat, Titanium Dioxide, Sodium Chloride, Dimethicone/​Vinyl Dimethicone Crosspolymer, Butylene Glycol, Charcoal Extract, Acrylates/​Ethylhexyl Acrylate/​Dimethicone Methacrylate Copolymer, Adenosine, Disodium EDTA, Chamomilla Recutita (Matricaria) Flower Extract, Sapindus Mukorossi Fruit Extract, Olea Europaea (Olive) Leaf Extract, Triethoxysilylethyl Polydimethylsiloxyethyl Hexyl Dimethicone, 1,2-Hexanediol, Honey Extract, Caprylyl Glycol, Gossypium Herbaceum (Cotton) Extract, Sodium Hyaluronate, Madecassoside, Madecassic Acid, Asiaticoside, Asiatic Acid, Phenoxyethanol, Fragrance",The Creme Shop Cica Mend Cica Balm,https://inkeedecoder.com/products/the-creme-shop-cica-mend-cica-balm
comedo,"Aqua/​Water/​Eau, Glycerin, Dipropylene Glycol, Benzyl Glycol, Chondrus Crispus (Carrageenan) Powder, Ceratonia Siliqua Gum, Xanthan Gum, PEG-60 Hydrogenated Castor Oil, Allantoin, Titanium/​Titanium Dioxide, Niacinamide, Glycogen, Cellulose Gum, Charcoal Extract, Ethylhexylglycerin, Agar, Cyamopsis Tetragonoloba (Guar) Gum, Acacia Senegal Gum, Ricinus Communis (Castor) Seed Oil, Tocopheryl Acetate, Butylene Glycol, Raspberry Ketone, Calcium Lactate, Adenosine, Potassium Chloride, Glucose, Synthetic Fluorphlogopite, Disodium EDTA, Peat Water, 1,2-Hexanediol, Phenoxyethanol, Hydroxypropyl Methylcellulose, Citric Acid, Hydrolyzed Collagen, Sodium Hyaluronate, Lycium Barbarum (Goji Berry/​Baies De Goji) Fruit Extract, Potassium Sorbate, Caprylyl Glycol, Sodium Oleate, Glycine Soja (Soybean/​Soja) Oil, Hydrogenated Lecithin, Diamond Powder, Hexylene Glycol, Acetyl Hexapeptide-8, Ci 77499/​Iron Oxide Black, Ci 77891/​Titanium Dioxide",111SKIN Celestial Black Diamond Lifting And Firming Face Mask - Upper Mask,https://inkeedecoder.com/products/111skin-celestial-black-diamond-lifting-and-firming-face-mask-upper-mask
comedo,"Zea Mays (Corn) Starch, Sodium Cocoyl Isethionate, Microcrystalline Cellulose, Sodium Methyl Cocoyl Taurate, Potassium Laurate, Sodium Lauroyl Glutamate, Charcoal Powder, Citric Acid, Oryza Sativa (Rice) Powder, Maltodextrin, Papain, Water, Butylene Glycol, Charcoal Extract, 1,2-Hexanediol, Lactobacillus Ferment, Aspergillus Ferment, Saccharomyces Ferment, Oenothera Biennis (Evening Primrose) Flower Extract, Pinus Palustris Leaf Extract, Pueraria Lobata Root Extract, Ulmus Davidiana Root Extract",Sunnicorn Microbiome Enzyme Powder Cleanser,https://inkeedecoder.com/products/sunnicorn-microbiome-enzyme-powder-cleanser
comedo,"Aqua, Dicaprylyl Maleate, Hydrogenated Polydecene, Glycerin, PEG-20 Methyl Glucose Sesquistearate, Cetyl Alcohol, Methyl Glucose Sesquistearate, Benzyl Alcohol, Carbomer, Lauramidopropyl Betaine, Parfum, Disodium EDTA, Sodium Hydroxide, Phosphoric Acid, Charcoal Extract, Vaccinium Vitis-Idaea Fruit Extract, Methylparaben, Ci 77491, Ci 77492, Ci 77499, Linalool",Avon Planet Spa Korean Charcoal Cleanse & Refine Deep Cleansing Face Wash,https://inkeedecoder.com/products/avon-planet-spa-korean-charcoal-cleanse-refine-deep-cleansing-face-wash
comedo,"Sodium Tallowate, Sodium Palm Kernelate, Aqua, Parfum, Glycerin, Prunus Amygdalus Dulcis Seed Meal, Sodium Chloride, Salicylic Acid, Triethanolamine, Ci 77499, Ci 77891, Etidronic Acid, Ci 19140, Vaccinium Vitis-Idaea Fruit Extract, Charcoal Extract, Ci 17200",Clearskin Sabonete Purificante Com Carvão Clearskin,https://inkeedecoder.com/products/avon-sabonete-purificante-com-carvao-clearskin
comedo,"Purified Water, Cetyl Alcohol (Vegetable Derived), Glycerin (Vegetable Derived), Glyceryl Stearate Citrate (Vegetable Derived), Glyceryl Stearate (Vegetable Derived), Polysorbate 60, Dimethicone, Cetearyl Glucoside, Sodium Hydroxide, Xanthan Gum, Santalum Album (Sandalwood) Oil, Capryloyl Glycerin/​Sebacic Acid Copolymer, Diheptyl Succinate, Salicylic Acid, Tocopheryl Acetate, Charcoal Extract, Allantoin, Panthenol, Rhodiola Rosea (Rhodiola) Root Extract, Carthamus Tinctorius (Safflower) Seed Oil, Xanthophylls, Panax (Ginseng) Root Extract, Trehalose, Aphanizomenon Flos-Aquae (Blue Green Algae) Powder, Potassium Sorbate, Phenoxyethanol, Ethylhexylglycerin",Derma E Blue Light Shield Concentrated Serum,https://inkeedecoder.com/products/derma-e-blue-light-shield-concentrated-serum
comedo,"Cetyl Ethylhexanoate, Sorbeth-30 Tetraoleate, Sorbitan Sesquioleate, Curcuma Longa (Turmeric)Root Extract, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Melia Azadirachta Flower Extract, Melia Azadirachta Leaf Extract, Citrus Limon (Lemon) Seed Oil, Corallina Officinalis Extract, Melia Azadirachta Bark Extract, Ocimum Sanctum Leaf Extract, Moringa Oleifera Seed Oil, Hippophae Rhamnoides Oil, Water, Butylene Glycol, Charcoal Extract",Meta Foret Black Lemon Cleansing Oil,https://inkeedecoder.com/products/meta-foret-black-lemon-cleansing-oil
comedo,"Aqua, Glycerin, Sorbitol, Cocamidopropyl Betaine, Sodium Laureth Sulfate, Sodium Chloride, Sodium Methyl Cocoyl Taurate, PEG-120 Methyl Glucose Dioleate, Phenoxyethanol, Caprylyl Glycol, Sodium PCA, Sodium Citrate, Parfum, Disodium EDTA, Citric Acid, Tocopheryl Acetate, Charcoal Extract, Vaccinium Vitis-Idaea Fruit Extract, Camellia Sinensis Leaf Extract, Benzyl Salicylate",Avon Anew  Purifying Jelly Cleanser,https://inkeedecoder.com/products/avon-anew-purifying-jelly-cleanser
comedo,"Water, Butylene Glycol, Glycereth-26, 1,2-Hexanediol, Grape Fruit Extract, Papaya Fruit Extract, Apple Extract, Plum Extract, Birch Sap, Polygonum Multiflorum Root Extract, Sage Leaf Extract, Tea Tree Leaf Extract, Bergamot Leaf Extract, Fig Extract, Mentha Arvensis Leaf Extract, Thuja Orientalis Leaf Extract, Tea Tree Leaf Powder, Charcoal Extract, Panthenol, Hydroxyethyl Urea, Citric Acid, Allantoin, Betaine, Ethylhexylglycerin, Xanthan Gum, Octyldodeceth-16, Disodium EDTA, Sodium Citrate",rovectin Pore Care No-sebum Pad,https://inkeedecoder.com/products/rovectin-pore-care-no-sebum-pad
comedo,"Aqua, Glycerin, Carbomer, Polysorbate 20, 1,2-Hexanediol, Methyl Gluceth-20, Caprylyl Glycol, PEG-40 Hydrogenated Castor Oil, PPG-26-Buteth-26, Sodium Hydroxide, Disodium EDTA, Parfum, Portulaca Oleracea Extract, Tocopheryl Acetate, Phosphoric Acid, Alcohol Denat, Ascorbic Acid, Camellia Sinensis Leaf Extract, Charcoal Extract, Vaccinium Vitis-Idaea Fruit Extract, Pinus Sibirica Seed Extract, Ci 19140, Ci 17200, Ci 42090, Limonene, Linalool",Avon Planet Spa The Harmony Ritual Face Mask,https://inkeedecoder.com/products/avon-planet-spa-the-harmony-ritual-face-mask
comedo,"Aqua, Glycerin, Butylene Glycol, PEG-8, Carbomer, Methyl Gluceth-20, Butyrospermum Parkii (Shea) Butter, 1,2-Hexanediol, Caprylyl Glycol, Mica, Sodium Hydroxide, Disodium EDTA, Hydroxyethyl Acrylate/​Sodium Acryloyldimethyl Taurate Copolymer, Steardimonium Hydroxypropyl Panthenyl PEG-7 Dimethicone Phosphate Chloride, Parfum, Isohexadecane, Polysorbate 60, Tocopheryl Acetate, Phosphoric Acid, Charcoal Extract, Vaccinium Vitis-Idaea Fruit Extract, Ascorbic Acid, Ci 77891, Hexyl Cinnamal, Linalool, Limonene, Benzyl Salicylate, Hydroxycitronellal",Avon Arctic Lingonberry Antioxidant Overnight Face Treatment,https://inkeedecoder.com/products/avon-arctic-lingonberry-antioxidant-overnight-facr-face-treatment
comedo,"Water, Corn Starch, Diatomaceous Earth, Lauryl Glucoside, Glucose, Algin, Calcium Sulfate, 1,2-Hexanediol, Tetrasodium Pyrophosphate, Disodium Laureth Sulfosuccinate, Butylene Glycol, Carrot Root Extract, Ascorbic Acid (Vitamin C), Mandarin Orange Oil, Chamomile Extract, Centella Asiatica Extract, Lavender Oil, Tea Tree Leaf Oil, Tea Tree Extract, Charcoal Extract* + +",Tidalove Calming Facial Beans,https://inkeedecoder.com/products/tidalove-calming-facial-beans
comedo,"Aqua, Hydrated Silica, Ethylhexyl Palmitate, Propylene Glycol, Bentonite, PEG-8, Isoceteth-20, Polysorbate 20, Xanthan Gum, Sodium Methyl Cocoyl Taurate, Ci 77499, Butylene Glycol, Salicylic Acid, Phenoxyethanol, Hamamelis Virginiana Water, Simethicone, Parfum, Sodium Chloride, Hydroxyethylcellulose, Disodium EDTA, Vaccinium Vitis-Idaea Fruit Extract, Charcoal Extract, Eucalyptus Globulus Leaf Extract",clearskin by avon Mascarilla Purificante,https://inkeedecoder.com/products/clearskin-by-avon-mascarilla-purificante
comedo,"Aqua, Hydrated Silica, Ethylhexyl Palmitate, Propylene Glycol, Glycerin, Bentonite, PEG-8, Isoceteth-20, Polysorbate 20, Xanthan Gum, Sodium Methyl Cocoyl Taurate, Butylene Glycol, Ci 77499, Salicylic Acid, Phenoxyethanol, Hamamelis Virginiana Water, Simethicone, Parfum, Sodium Chloride, Hydroxyethylcellulose, Disodium EDTA, Vaccinium Vitis-Idaea Fruit Extract, Charcoal Extract, Eucalyptus Globulus Leaf Extract",AVON Clearskin Máscara Facial Negra Com Carvão Clearskin,https://inkeedecoder.com/products/avon-clearskin-mascara-facial-negra-com-carvao-clearskin
comedo,"Water, Butylene Glycol, Alcohol, 1,2-Hexanediol, Polyglyceryl-10 Laurate, Dipropylene Glycol, Polyglyceryl-4 Laurate, Gluconolactone, Hydroxyethylcellulose, Tromethamine, Disodium EDTA, Salicylic Acid, Citric Acid, Citrus Limon (Lemon) Seed Oil, Melia Azadirachta Flower Extract, Ocimum Sanctum Leaf Extract, Melia Azadirachta Leaf Extract, Citrus Limon (Lemon) Fruit Extract, Hyaluronic Acid, Curcuma Longa (Turmeric) Root Extract, Corallina Officinalis Extract, Ethylhexylglycerin, Charcoal Extract",Meta Foret Black Lemon Peeling Toner Pads,https://inkeedecoder.com/products/meta-foret-black-lemon-peeling-toner-pads
comedo,"Water, Dipropylene Glycol, Glycerin, Isopentyldiol, Betaine, 1,2-Hexanediol, Hydroxyacetophenone, Polyglyceryl-10 Laurate, Hydroxyethyl Urea, Hydroxyethyl Acrylate/​Sodium Acryloyldimethyl Taurate Copolymer, Acrylates/​C10-30 Alkyl Acrylate Crosspolymer, Arginine, Trehalose, Allantoin, Cocos Nucifera (Coconut) Water, Cocos Nucifera (Coconut) Fruit Juice, Butylene Glycol, Dipotassium Glycyrrhizate, Sodium Hyaluronate, Beta-Glucan, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Polysorbate 60, Sorbitan Isostearate, Charcoal Extract",BOSCIA Charcoal Pore-Minimizing Bio-Cellulose Mask,https://inkeedecoder.com/products/boscia-charcoal-pore-minimizing-bio-cellulose-mask
